file_path,num_pages
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/02 - Fevereiro/Fev_Port_0012_Designar servidor comissão de seleção de projetos de ensino_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/02 - Fevereiro/Fev_Port_0010_Substituição CLT por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/02 - Fevereiro/Fev_Port_0009_Substituição CAP por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/02 - Fevereiro/Fev_Port_0011_Retificação Substituição CCF por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0050_Substituição CLT por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0047_Substituição férias - CTI_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0043_Fiscal de contrato acesso internet_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0049_Substituição CBI por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0042_Revoga BTV.0100_2015 e BTV.0120_2017 e designa CAAD Indústria_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0048_Aprova o projeto institucional de extensão Divulga IFSP_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0044_Comissão de Empreendedorismo e Coworking do Câmpus Boituva_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0046_Substituição no COLDIR  e viagem a Brasilia - DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0045_Substituição DRG por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0051_Designar membros Equipe Formação Continuada_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/05 - Maio/Mai_Port_0052_Revoga e Designa Comissão Cursos de Extensão_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0092_Substituição CAE por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0093_Nomeação de secretário ad hoc Reitoria_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0090_Substituição DAE por motivo de férias_BTV.pdf,1
"/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0091_Comissão Central do 9º CONICT - Congresso de Inovação, Ciência e Tecnologia_BTV.pdf",2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0087_Nomeação de secretário ad hoc SBV_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0088_Comissão Eleitoral Coordenação REDES_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0089_Retificação Periodo de Substituição CCF por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0094_Substituição CAP por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0098_Comissão de Organização da Semana de Pedagoa e Praticas Pedagogicas do Campus Boituva_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0097_Retifica a Portaria que Designa Comissão Cientifica _BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0099_Comissão Eleitoral Coordenação Logistica_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0096_Comissão Própria de Avaliação-CPA do Campus Boituva_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0095_Comissão de Elaboração e Implementação do PPC Técnico em Secretaria Escolar_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/08 - Agosto/Ago_Port_0100_Substituição por capacitação DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0130_Substituição da CAP por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0142_Substituição da DRG por motivo de participação no REDIR-COLDIR e reunião EaD Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0143_Comissão de Membros Auxiliares do Processo Seletivo do Campus Boituva_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0126_Comissão Eleitoral Coordenação Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0129_Substituição da DRG por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0141_Comissão de Matricula para primeiro semestre de 2019 do Campus Boituva_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0136_Orientador de Estágio Curso Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0135_Revoga e designa servidores Comissão de Permanencia e Exito_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0140_Comissão de Inventario 2018_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0139_Revoga BTV.0099_2015-BTV.0053_2016-BTV.0133_2016 e BTV.0024_2017 e designa CAAD Informática_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0137_Fiscal de contrato eventos academicos_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0133_Alterar em partes a portaria Substituição de férias DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0131_Substituição da CBI por motivo de licença_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0127_Alterar em partes a portaria CAAD nucleo comum_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0128_Conceder RT para professores_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0132_Comissão Eleitoral Coordenação Secretaria Escolar_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0138_Fiscal de contrato limpeza_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/10 - Outubro/Out_Port_0134_Substituição da DRG por motivo de participação no COLDIR e aula inaugural EaD Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/01 - Janeiro/Jan_Port_0003_Constitui a Equipe de Planejamento da Contratação_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/01 - Janeiro/Jan_Port_0006_Designa fiscal contrato para aquisição de água mineral _BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/01 - Janeiro/Jan_Port_0005_Substituição CCF por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/01 - Janeiro/Jan_Port_0004_Substituição CGP por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/01 - Janeiro/Jan_Port_0002_Designa fiscal contrato instalação de material de sinalização visial e tatil _BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/01 - Janeiro/Jan_Port_0001_Substituição CSP por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0053_Comissão Festa Junina_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0070_Substituição por capacitação DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0073_Comissão Eleitoral Coordenação TADS_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0062_Designa servidores para banca de substituto área automação industrial_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0066_Comissão Eleitoral Coordenação TADS_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0067_Substituição CDI por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0055_Designa Comissão Cientifica _BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0061_Fiscal de contrato recepcionista_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0056_Substituição no COLDIR  e CBEU - DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0063_Designa servidores para banca de substituto área letras portugues-ingles_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0058_Substituição CGP por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0068_Designa comissão matriculas processo seletivo para segundo semestre_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0060_Substituição CAE por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0065_Designa servidores para banca de substituto área educação fisica_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0064_Designa servidores para banca de substituto área educação_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0069_Substituição por capacitação DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0057_Comissão Jogos Escolares Primeiro semestre_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0074_Aprova o projeto institucional de extensão Robotica Prefeitura Boituva_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0072_Revoga a portaria BTV.0066-2018_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0071_Substituição por capacitação DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/06 - Junho/Jun_Port_0059_Designa Comissão IV Feira de Recrutamento_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0035_Revogar Portaria e Designar servidor comissão de seleção de projetos de extensão_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0036_Designa CAAD Núcleo Comum_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0032_Comissão Eleitoral CONCAM_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0041_Constitui a Comissão Local Concurso Publico do IFSP_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0038_Fiscal de contrato portaria_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0040_CAAD de Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0039_Substituição no REDIR - COLDIR - CONSUP e viagem a Brasilia - DRG_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0034_Substituição CCTL por motivo de Licença Gala_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0033_Altera membros do NDE de Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/04 - Abril/Abr_Port_0037_Designar servidores para Comissão Especial de Compras e Acompanhamento das Ações de Alimentação Escolar_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0081_Substituição DAE por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0084_Substituição DAA por motivo de Férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0086_Substituição CRA por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0083_Nomeação de Comissão de Equipe de Apoio de Pregão_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0076_Orientador de Estágio Curso Técnico em Logistica_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0079_Substituição CPI por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0077_Substituição CSP por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0082_Retificar portaria que Designa servidores para PPC Logistica_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0078_Substituição CEX por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0080_designa membro da subcomissão 30horas_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0085_Aprova o projeto institucional de extensão Ambientação e divulgação do Moodle_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2018/07 - Julho/Jul_Port_0075_Substituição CCF por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0061_Colegiado de ADS_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0059_Fiscal de contrato recepcionista_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0055_Comissão de Desfazimento - BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0057_Comissão Eleitoral Recomposição Colegiado ADS_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0058_Fiscal de contrato Seguro Acidentes Pessoais para Estagiários.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0063_Designar Comissão do Processo Seletivo do Curso de Pós-graduação Lato Sensu em GTI.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0056_Fiscal de Contrato Seguro Patrimonial.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0064_Designar Comissão de Elaboração do PPC do Curso de Pós-graduação Lato Sensu em Inteligência Artificial e Aprendizado de Máquina..pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0060_ Designa CAAD Informática_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/09 - Setembro/Set_Port_0062_Designar NDE Tecnólogo em Processos Gerenciais.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0080_Comissão Eleitoral Coordenador de Pedagogia EPT_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0078_Altera Colegiado de Engenharia de Produção_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0079_Comissão Eleitoral Coordenador de Secretaria Escolar_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0081_Aprovar ad referendum Calendário 2024.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0083_Designar Coordenador do Curso de Licenciatura em Pedagogia EPT até março_2024.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0076_Altera e Revoga Portaria e Designa membros do NDE de Engenharia de Produção_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0082_Altera e Revoga Portaria e Designa membros do NDE de Engenharia de Produção_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/12 - Dezembro/Dez_Port_0077_ Designa CAAD Industria_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/11 - Novembro/Nov_Port_0074_Designação Banca Biologia.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/11 - Novembro/Nov_Port_0073_Designação Banca Educação Física.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/11 - Novembro/Nov_Port_0072_Aprovar ad referendum Sábados Letivos.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/11 - Novembro/Nov_Port_0075_Equipe de Formação Continuada.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/03 - Março/Mar_Port_0009_Ceder servidora EMBRAPII_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/03 - Março/Mar_Port_0010_Designa CAAD Nucleo Comum_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/03 - Março/Mar_Port_0011_Comissão Local para revisão do PPP do Câmpus Boituva do IFSP_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_002_2023_Conceder RT para professor BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_0006_Fiscal de contrato Limpeza.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_0007_Revogar e Designar Comissão Processo Seletivo Pós Graduação TAE_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_001_2023_Designa Fiscalização de Contrato -Vigilancia Patrimonial.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_0008_Rev e Designar a CEIC do PPC de Administração_BTV.pdf,3
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_0004_Altera Colegiado de Engenharia de Produção_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_0003_Altera NDE de GPI_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/02 - Fevereiro/Fev_Port_0005_Fiscal de contrato Portaria.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0025_Comissão Eleitoral Recomposição Colegiado Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0026_Altera NDE de Engenharia_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0028_Altera Equipe Multidisciplinar para CEICs-EaD_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0023_Comissão Qualifica Mais Energif_BTV 2023 Apoio Administrativo.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0022_Rev e Designar a CEIC do PPC de Redes de Computadores_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0027_Altera NDE de ADS_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/05 - Maio/Mai_Port_0024_Comissão Eleitoral Recomposição Colegiado Licenciatura EPT_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0054_Aprovar ad referendum Plano de Desenvolvimento Institucional (PDI).pdf,3
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0041_Designar a Comissão de Divulgação do Campus Boituva 2023.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0047_Revogar e Designar Fiscalização do fornecimento de agua mineral para o Câmpus Boituva do IFSP_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0046_Designa Comissão para Semana Nacional de Ciência e Tecnologia.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0050_Designa Fiscal de Contrato Internet_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0042_Revoga e Designa Colegiado de Licenciatura em Pedagogia EPT_BTV.pdf,3
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0051_Aprovar ad referendum Projeto Pedagógico do Curso Técnico em Sistemas de Energia Renovável.pdf,1
"/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0045_Designar o COMPESQ - COMITÊ DE PESQUISA, INOVAÇÃO E PÓS-GRADUAÇÃO DO CÂMPUS_BTV.pdf",2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0043_Comissão Eleitoral ConCam_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0048_Comissão Eleitoral Recomposição Colegiado Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0052_Aprovar ad referendum Projeto Pedagógico do Curso Técnico em Administração.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0040_Revoga e Designa Colegiado de Licenciatura em Pedagogia EPT_BTV.pdf,3
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0049_Comissão de Matricula 2023-2_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0044_Altera e Revoga Portaria e Designa membros do NDE de Engenharia de Produção_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/08 - Agosto/Ago_Port_0053_Aprovar ad referendum Projeto Pedagógico do Curso Técnico em Secretaria Escolar.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0068_Colegiado de GPI_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0065_Designação Banca Eletroeletrônica Mecatrônica.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0070_Colegiado de Pedagogia_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0067_Fiscal de contrato Limpeza.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0071_Designar NDE GPI.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0066_Comissão Eleitoral Coordenador de Redes_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/10 - Outubro/Out_Port_0069_Designar NDE Pós-graduação Lato Sensu em Gestão Escolar e Organização do Trabalho Pedagógico.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/06 - Junho/Jun_Port_0032_Revogar e Designar CPA DO CÂMPUS_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/06 - Junho/Jun_Port_0034_Aprovar ad referendum PPC CURSO DE LICENCIATURA EM PEDAGOGIA E EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA Modalidade a Distância.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/06 - Junho/Jun_Port_0030_Fiscal de contrato copeiragem_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/06 - Junho/Jun_Port_0036_Designação de Banca - Letras Espanhol.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/06 - Junho/Jun_Port_0031_Fiscal de contrato NEE NAPNE_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2023/06 - Junho/Jun_Port_0033_Comissão de Matricula 2023-2_BTV.pdf,2
